action	lane	given	key	start_line	old_status	new_status	how	reasons	sentence	row_note
SAME-GRADE	ms-inverses-3	1687471008a1	1687471008a1	1495	formalized	formalized	key	rows/ms-inverses-3.tsv cites no landed commit; its declarations are defined and compiled at origin	The equivalence relation they generate on $C$ has classes of size at most $m$.	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1490-1491, "The equivalence relation they generate on C has classes of size at most m"; the class of x is its reachable exponent set, of card at most m under ExponentBound. [census merge 4c3d9dd02]
SAME-GRADE	ms-inverses-3	ff376e50f433	ff376e50f433	1496	partial	partial	key	rows/ms-inverses-3.tsv cites no landed commit; its declarations are defined and compiled at origin	Erasing loops shortens any path between related points to at most $m-1$ steps.	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1491-1492, "Erasing loops shortens any path between related points to at most m-1 steps"; the conclusion is proved by stabilization of the increasing reachable sets of card at most m, not by erasing loops. Kept partial (re-checked 23:20): a loop-erasure car
REPLACE	ms-inverses-3	a3598c08b42c	a3598c08b42c	1497	partial	formalized	key		Freeness on $U$ makes the arrow between related points unique.	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1492-1493, "Freeness on U makes the arrow between related points unique"; for x off CR(T), T^d x = T^{d'} x forces d = d', since otherwise x is periodic and so chain recurrent (4244fb3c658b). Printed reason. LANDED 1684652bd. [census merge 4c3d9dd02]
SAME-GRADE	ms-inverses-3	741b64286b55	741b64286b55	1498	formalized	formalized	key	rows/ms-inverses-3.tsv cites no landed commit; its declarations are defined and compiled at origin	The generated relation therefore consists of finitely many partial shifts with compact clopen domains.	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1493-1495, "The generated relation therefore consists of finitely many partial shifts with compact clopen domains"; finitely many exponent classes, each with a clopen domain. [census merge 4c3d9dd02]
SAME-GRADE	ms-inverses-3	1d0f9a56866c	1d0f9a56866c	1502	partial	partial	key	rows/ms-inverses-3.tsv cites no landed commit; its declarations are defined and compiled at origin	Choose a finite clopen partition of $C$ separating distinct points in each class: the finitely many nonidentity partial shifts have no fixed points, so compactn	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1497-1499, "Choose a finite clopen partition of C separating distinct points in each class ... compactness gives such a partition"; no separating partition is built. Kept partial (re-checked 23:20): the Lean representative is the point of least exponent (Ch
SAME-GRADE	ms-inverses-3	fd026a61f84f	fd026a61f84f	1504	partial	partial	key	rows/ms-inverses-3.tsv cites no landed commit; its declarations are defined and compiled at origin	Order its atoms and select the point in the first occupied atom as the class representative.	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1499-1500, "Order its atoms and select the point in the first occupied atom as the class representative"; the representative is the point of least exponent in its class, not the first occupied atom. Kept partial (re-checked 23:20): same reason as 1d0f9a5686
SAME-GRADE	ms-inverses-3	46f3810145ee	46f3810145ee	1506	partial	partial	key	rows/ms-inverses-3.tsv cites no landed commit; its declarations are defined and compiled at origin	The representative set is clopen, because presence of a related point in an earlier atom is a finite clopen test.	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1500-1502, "The representative set is clopen, because presence of a related point in an earlier atom is a finite clopen test"; the least-exponent representative set is clopen because its class exponents form a locally constant finite set. Kept partial (re-c
SAME-GRADE	ms-inverses-3	5079b22a3633	5079b22a3633	1508	partial	partial	key	rows/ms-inverses-3.tsv cites no landed commit; its declarations are defined and compiled at origin	Refine it according to the occupied atoms, the shift exponents to each level, and all original coefficient values.	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1502-1503, "Refine it according to the occupied atoms, the shift exponents to each level, and all original coefficient values"; exists_cells refines the least-exponent representative set by class exponents and coefficient values at every level; there are no
SAME-GRADE	ms-inverses-3	d01cbef361ce	d01cbef361ce	1509	formalized	formalized	key	rows/ms-inverses-3.tsv cites no landed commit; its declarations are defined and compiled at origin	On each cell the classes have a fixed size $h$ and continuously enumerated clopen levels.	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1503-1505, "On each cell the classes have a fixed size h and continuously enumerated clopen levels"; h = card S a, levels transientTowerLevel indexed by the ordered exponents. [census merge 4c3d9dd02]
SAME-GRADE	ms-inverses-3	2a63696d979b	2a63696d979b	1511	formalized	formalized	key	rows/ms-inverses-3.tsv cites no landed commit; its declarations are defined and compiled at origin	The characteristic arrows between these levels form a copy of $M_h(k)$.	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1505-1506, "The characteristic arrows between these levels form a copy of M_h(k)"; nonzero diagonal transientTowerUnit_self_ne_zero gives the injective hom. [census merge 4c3d9dd02]
SAME-GRADE	ms-inverses-3	e55132ef58f5	e55132ef58f5	1512	formalized	formalized	key		The product of these finitely many matrix algebras contains the prescribed elements, proving local matriciality.	rows/ms-inverses-3.tsv: ms-inverses-3: tex 1506-1508, "The product of these finitely many matrix algebras contains the prescribed elements, proving local matriciality"; closed over the cells (ct-involution 49663bacb). [census merge 4c3d9dd02]
SAME-GRADE	ms-traces-1	0fbd72617dcb	0fbd72617dcb	1847	formalized	formalized	key		Asymptotic multiplicativity in operator norm makes $a\mapsto[(\phi_n(a))_n]$ a unital $*$-homomorphism $\Phi\colon C^*_{\max}(G)\to\mathcal Q_{\mathbf d}$.	rows/ms-traces-1.tsv: ms-traces-1: tex 1847-1849, "Asymptotic multiplicativity in operator norm makes a -> [(phi_n(a))_n] a unital *-homomorphism Phi: C*_max(G) -> Q_d." Now carried literally: coronaMap M is Phi built from the quasidiagonal models (through the theorem ucpContractive), and manuscript
SAME-GRADE	ms-traces-1	1c2804634e53	1c2804634e53	1849	formalized	formalized	key		If $\Phi(u_g)=1$, then $\opnorm{\phi_n(u_g)-1}\to0$, so $\tr_{d_n}(\phi_n(u_g))\to1$, while $\tr_{d_n}(\phi_n(u_g))\to\tau_G(u_g)$; so $g=1$.	rows/ms-traces-1.tsv: ms-traces-1: tex 1849-1851, "If Phi(u_g)=1, then ||phi_n(u_g)-1|| -> 0, so tr(phi_n(u_g)) -> 1, while tr(phi_n(u_g)) -> tau_G(u_g); so g=1." Now carried along the printed limit chain, clause by clause: operator-norm-null deviation, normalized trace tends to one, the trace claus
SAME-GRADE	ms-traces-1	53f02dc594db	53f02dc594db	1851	formalized	formalized	key		Hence $g\mapsto\Phi(u_g)$ is a corona homomorphism injective on $G$, and $G$ is MF, contrary to the hypothesis.	rows/ms-traces-1.tsv: ms-traces-1: tex 1851-1853, "Hence g -> Phi(u_g) is a corona homomorphism injective on G, and G is MF, contrary to the hypothesis." generatorCoronaHom is g -> Phi(u_g) (generatorCoronaHom_apply), injective by the kernel sentence; its image in the unitary-sequence corona gives I
SAME-GRADE	ms-traces-2	d5c52ca23af0	d5c52ca23af0	1933	formalized	formalized	key		where $tgt^{-1}=\alpha(g)$ on the level-zero copy of $\Gamma$, so that $V$ is the ascending HNN extension of $\Gamma$ along $\alpha$ and $T_\alpha=\bigcup_{n\ge	rows/ms-traces-2.tsv: ms-traces-2: tex 1933-1935 "so that V is the ascending HNN extension of Gamma along alpha and T_alpha = U_{n>=0} t^-n Gamma t^n". The old carrier gave only the conjugation relation and level representatives; now Vertical ≃* HNNExtension Γ ⊤ α.range (t↦t, ι↦of; closed endpoint)
SAME-GRADE	ms-traces-2	da2fd300384a	da2fd300384a	1888	formalized	formalized	key		This map is u.c.p., and for $g\in \Sigma$ and $\bar gx\in F$,	rows/ms-traces-2.tsv: ms-traces-2: tex 1888-1892, the display g sigma(x) r_q Lambda = sigma(gbar x) r_{theta(b(g,x))q} Lambda; the old carrier gave only membership in T. LANDED b593627ca; wire queued. [census merge 4c3d9dd02]
SAME-GRADE	ms-traces-2	89bc31ec5034	89bc31ec5034	1893	formalized	formalized	key		So for $g,h\in \Sigma$ the identity $\Phi(u_{gh})-\Phi(u_g)\Phi(u_h)=\Pi\lambda(g)(1-\Pi)\lambda(h)\Pi$ and the rank of $(1-\Pi)\lambda(h)\Pi$, at most $|\{x\in	rows/ms-traces-2.tsv: ms-traces-2: tex 1893-1900, the identity Phi(u_gh)-Phi(u_g)Phi(u_h) = Pi lambda(g)(1-Pi)lambda(h)Pi (entrywise) and the printed display ||.||_2^2 <= |{x in F : hbar x notin F}|/|F|; the old carrier bounded by sqrt(1/(n+1)). LANDED b593627ca; wire queued. [census merge 4c3d9dd02
SAME-GRADE	ms-traces-2	1ea7f92c66a1	1ea7f92c66a1	1901	formalized	formalized	key		The normalized trace of $\Phi(u_g)$ is the fraction of points of $T$ fixed by $g$, and for $g\in \Sigma\setminus\{1\}$ it is zero: if $\bar g\ne1$, then $g$ mov	rows/ms-traces-2.tsv: ms-traces-2: tex 1901-1905, the trace is the fixed-point ratio for every g, and the two printed cases gbar != 1 (moves the F-coordinate) and gbar = 1 (theta(b(g,x))q != q); the old carrier used a one-step argument. LANDED b593627ca; wire queued. [census merge 4c3d9dd02]
SAME-GRADE	ms-traces-2	dc43ec6b23ed	dc43ec6b23ed	1945	formalized	formalized	key	rows/ms-traces-2.tsv cites no landed commit; its declarations are defined and compiled at origin	Since $B$ is bilinear,	rows/ms-traces-2.tsv: ms-traces-2: tex 1945 "Since B is bilinear," names the bilinearity lemmas of the printed B (CliffordLamp.crossing). Existing root-imported carriers; no new module. [census merge 4c3d9dd02]
SAME-GRADE	ms-traces-2	5306701b688c	5306701b688c	1971	formalized	formalized	key	rows/ms-traces-2.tsv cites no landed commit; its declarations are defined and compiled at origin	In this way $V$ acts on $\operatorname{Cl}(X)$ through its action on $X$, and we put	rows/ms-traces-2.tsv: ms-traces-2: tex 1971-1975 "In this way V acts on Cl(X) through its action on X, and we put W = Cl(X) ⋊ V" (eq:affine-clifford-witness); the row now also names the definition of W. Existing root-imported carriers. [census merge 4c3d9dd02]
SAME-GRADE+UNION2	ms-traces-3,sec4-sentences	86d7bbda9474,86d7bbda9474	86d7bbda9474	2062	formalized	formalized	key		The permutation matrices $V_n$ of a sofic approximation of $W$ satisfy $\hsnorm{V_n(gh)-V_n(g)V_n(h)}\to0$, while $\hsnorm{V_n(\varepsilon)-1}\to\sqrt2$, becaus	rows/ms-traces-3.tsv: ms-traces-3: tex 2063-2066, "The permutation matrices V_n of a sofic approximation of W satisfy ||V_n(gh)-V_n(g)V_n(h)||_2 -> 0, while ||V_n(eps)-1||_2 -> sqrt 2, because eps != 1 moves almost every point"; carried at the printed generality, every Clifford witness W of prop:cli
SAME-GRADE+UNION2	ms-traces-3,sec4-sentences	42ae3f886537,42ae3f886537	42ae3f886537	2066	formalized	formalized	key		So the collapse of Corollary~\ref{cor:defect-hs} fails for asymptotic representations in normalized Hilbert--Schmidt norm, although $\varepsilon$ is a central i	rows/ms-traces-3.tsv: ms-traces-3: tex 2066-2072, "So the collapse of Corollary cor:defect-hs fails for asymptotic representations in normalized Hilbert--Schmidt norm, although eps is a central involution of W inside D_W(Gamma): ... no version of Theorem thm:compression-criterion for sofic or hyperl
SAME-GRADE	ms-traces-3	c8c11f6bb25a	c8c11f6bb25a	1786	formalized	formalized	key		This semidirect product is LEF: copy any finite table's finitary supports and the translated supports used in its products into a sufficiently long finite cycle	rows/ms-traces-3.tsv: ms-traces-3: tex 1786-1789, "This semidirect product is LEF: copy any finite table's finitary supports and the translated supports used in its products into a sufficiently long finite cycle, replacing the shift by cyclic translation"; GL_fin(Z,F_2) semidirect Z is LEF along the
SAME-GRADE	ms-traces-3	dba179ef6f13	dba179ef6f13	1789	formalized	formalized	key		Products agree without wraparound; equal shift exponents are separated by their finitary parts, and different exponents by points outside those supports.	rows/ms-traces-3.tsv: ms-traces-3: tex 1789-1791, "Products agree without wraparound; equal shift exponents are separated by their finitary parts, and different exponents by points outside those supports"; products agree on the table (cycleModel_mul, through windowLift_cyclePush when reduction mod N
SAME-GRADE	ms-traces-3	dfc6d4510272	dfc6d4510272	1386	formalized	formalized	key		A subshift satisfying the cycle condition has an LEF crossed product.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-words): tex 1386, "A subshift satisfying the cycle condition has an LEF crossed product"; closed endpoint printedSubshiftCycleConditionLEF (closed audit) over every finite field; the general theorem holds over every finite ring; LANDED 178808d0a (pro
SAME-GRADE	ms-traces-3	8bf7f40918d5	8bf7f40918d5	1387	formalized	formalized	key		Indeed, fix a finite ring table, express its entries in Laurent form, and choose a window determining all coefficient functions and their translates used in tha	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-words): tex 1387-1389, a finite table in Laurent form and a window determining the coefficient functions and their translates; exists_radius gives the window [-rho, rho] on the closed subshift, and the table step is the finite set S with degree bound
SAME-GRADE	ms-traces-3	56b6a80cc911	56b6a80cc911	1389	formalized	formalized	key		At a sufficiently high word-graph level, choose cycles containing words witnessing every nonzero coefficient of every difference between distinct entries.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-words): tex 1389-1391, at level 2 rho each nonzero coefficient has a witness point whose window word is an edge, cyclic by the cycle condition; LANDED 178808d0a (probe 0913-185523-59976 GREEN) [census merge 4c3d9dd02]
SAME-GRADE	ms-traces-3	2ed7f807a3a6	2ed7f807a3a6	1391	formalized	formalized	key		Reading these cycles gives finite periodic models whose relevant windows all belong to the subshift.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-words): tex 1391-1393, reading the cycles gives periodic models all of whose windows are words of the subshift; exists_periodic_of_isCyclicEdge landed by chain-words at 6078315b6; LANDED 178808d0a (probe 0913-185523-59976 GREEN) [census merge 4c3d9dd
SAME-GRADE	ms-traces-3	57cd1b63930c	57cd1b63930c	1393	formalized	formalized	key		Repeat each cycle so its length exceeds twice the largest absolute Laurent degree appearing in the table.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-words): tex 1393-1395, each cycle repeated to a common length N > 2B (N a multiple of every period, 2B < N in isLEFRing_skewMonoidAlgebra_of_periodic); LANDED 178808d0a (probe 0913-185523-59976 GREEN) [census merge 4c3d9dd02]
SAME-GRADE	ms-traces-3	0941296cf395	0941296cf395	1395	formalized	formalized	key		On the corresponding finite cyclic sets, evaluate coefficients as diagonal matrices and $u$ as the cyclic shift matrix.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-words): tex 1395-1396, coefficients evaluated as diagonal matrices along the realized windows (evalFamily) and u as the cyclic shift matrix (periodicModel, shiftMatrix); LANDED 178808d0a (probe 0913-185523-59976 GREEN) [census merge 4c3d9dd02]
SAME-GRADE	ms-traces-3	4aede6d48b4d	4aede6d48b4d	1396	formalized	formalized	key		The allowed windows preserve the specified products and sums; the separated cyclic diagonals and the chosen witnesses distinguish distinct entries.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-words): tex 1396-1398, the allowed windows preserve sums and products (evalFamily is a ring hom, equivariant on the window) and the witnesses separate distinct entries; LANDED 178808d0a (probe 0913-185523-59976 GREEN) [census merge 4c3d9dd02]
SAME-GRADE	ms-traces-3	b94a006ee638	b94a006ee638	1399	formalized	formalized	key		Their product is the required finite matrix-ring model.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-words): tex 1398-1399, the product over the witnesses is the finite matrix-ring model (coefficient ring F -> k); LANDED 178808d0a (probe 0913-185523-59976 GREEN) [census merge 4c3d9dd02]
SAME-GRADE	ms-traces-3	533771f4f22d	533771f4f22d	1400	structural	structural	key		The periodic models need not themselves belong to the subshift.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-words): tex 1400, "The periodic models need not themselves belong to the subshift"; a remark: exists_periodic_of_isCyclicEdge asserts only that the windows of the periodic word are words of X; LANDED 178808d0a (probe 0913-185523-59976 GREEN) [census
SAME-GRADE	ms-traces-3	cbf45b0e1c51	cbf45b0e1c51	1403	formalized	formalized	key		Every finite path in the retained graph lies in a strongly connected component and extends to a periodic path.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-subshift module 6): tex 1403-1405, every finite path in the retained graph returns through its cyclic edges and extends to a periodic path; LANDED 178808d0a (probe 0913-185523-59976 GREEN) [census merge 4c3d9dd02]
SAME-GRADE	ms-traces-3	1d52a79f1fef	1d52a79f1fef	1405	formalized	formalized	key		Thus $Z_r$ has dense periodic points and satisfies the cycle condition.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-subshift module 6): tex 1405-1406, "Thus Z_r has dense periodic points and satisfies the cycle condition"; every finite piece of a point of Z_r agrees with a periodic point of Z_r, and CycleCondition (retainedSubshift X r) holds for every X and r; LA
SAME-GRADE	ms-traces-3	647f44a95b8a	647f44a95b8a	1411	formalized	formalized	key		Consequently $Y_0$ satisfies the cycle condition too.	rows/ms-traces-3.tsv: ms-traces-3 (adopting chain-subshift module 6): tex 1410-1411, "Consequently Y_0 satisfies the cycle condition too"; at the edge length the languages of Z_r and Y_0 agree for large r (chain-subshift, dbb102249) and Z_r satisfies the cycle condition; LANDED 178808d0a (probe 0913
SAME-GRADE	ms-units	c34115be7c92	c34115be7c92	1234	formalized	formalized	key		Then every homomorphism from $\GL_n(R)$ to an MF group factors uniquely through the canonical map $\GL_n(R)\to K_1(R)$, and $K_1(R)$, a countable abelian group,	rows/ms-units.tsv: ms-units: every clause of the sentence as a proposition at every n >= 1: unique factorization through the canonical map GL_n(R) -> K_1(R), K_1(R) countable, abelian, and MF (the appositive was carried only by instances). LANDED 9f9f5dedc (probe 0913-170155-54436 GREEN) [census mer
SAME-GRADE+UNION2	sec2-sentences	07642b10d3ee,07642b10d3ee	07642b10d3ee	778	formalized	formalized	key		The ascending HNN extension $V$ of $\mathbb Z^3\rtimes\mathrm{SL}_3(\mathbb Z)$ along $(v,A)\mapsto(2v,A)$, used in Section~\ref{sec:amenable-nonqd}, has the fa	rows/sec2-sentences.tsv: sec2-sentences re-key: the printed faithful realization V ≅ {[[2^k A, v],[0,1]] : A ∈ SL3(Z), v ∈ Z[1/2]^3, k ∈ Z} is proved exactly (injective, range = printed set, Z[1/2] = dyadicSubring). LANDED ebadb3d66 (09-09). NOTE for lead: Sofic/AffineHNNBaseRealization is not impor
SAME-GRADE	sec2-sentences	5c6689ae5e75	5c6689ae5e75	692	formalized	formalized	key		Fix a free ultrafilter \(\omega\) and let \(\tau\) be the limit along \(\omega\) of the normalized traces of the coordinates \(M_{r_n}(\C)\).	rows/sec2-sentences.tsv: sec2-sentences SUPERSEDES: corona-level carrier. τ is a continuous linear functional on Q_r itself with τ([x]) = lim_ω tr(x_n), |τ| ≤ ‖·‖, unital, positive, tracial. B2 LANDED a0ff25d62 (compiled 0911-214558); Route LANDED 4bc478e03, compiled 0911-221323 (ring-b-end); module
SAME-GRADE	sec2-sentences	00691a0fd65c	00691a0fd65c	694	formalized	formalized	key		A norm-null sequence has vanishing traces, since \(|\tr_{r_n}(x)|\le\opnorm x\), so \(\tau\) is a well defined tracial state on \(\mathcal Q_{\mathbf r}\).	rows/sec2-sentences.tsv: sec2-sentences SUPERSEDES: |tr_{r_n}(x)| ≤ ‖x‖ survives ultralimit and quotient, so τ descends to the corona. LANDED 4bc478e03, compiled 0911-221323 (ring-b-end); module not yet wired. [census merge 4c3d9dd02]
SAME-GRADE	sec2-sentences	bd2989c81dc3	bd2989c81dc3	368	formalized	formalized	key		In particular, this applies to the canonical group homomorphisms into $\U(C^*_{\max}(G))$ and $\U(C^*_{\mathrm r}(G))$.	rows/sec2-sentences.tsv: sec2-sentences: CompressionSentencesA LANDED 1b3021bfe, compiled in probe 0911-210656 (ring-b-end): the canonical maps G → U(C*max(G)) and G → U(C*r(G)) are injective and an embedding of either algebra into a norm matrix corona makes G MF. Module not yet wired into the root.
SAME-GRADE	sec2-sentences	46d40014ee9e	46d40014ee9e	376	formalized	formalized	key		The image of a corona homomorphism is a countable MF group.	rows/sec2-sentences.tsv: sec2-sentences: reconfirm; CompressionSentencesA LANDED 1b3021bfe, compiled 0911-210656 (the earlier row cited it while unlanded). [census merge 4c3d9dd02]
SAME-GRADE	sec2-sentences	6c597e046078	6c597e046078	376	formalized	formalized	key		Conversely, compose a homomorphism to an MF group with a corona embedding of its image; the resulting corona homomorphism has the same kernel.	rows/sec2-sentences.tsv: sec2-sentences: reconfirm; CompressionSentencesA LANDED 1b3021bfe, compiled 0911-210656. [census merge 4c3d9dd02]
SAME-GRADE	sec2-sentences	bee886268f33	bee886268f33	378	formalized	formalized	key		If $\iota$ is an embedding as in the last assertion, then $g\mapsto\iota(\pi(g))+1-\iota(1)$ is a corona homomorphism that is injective on $G$; the complement t	rows/sec2-sentences.tsv: sec2-sentences: reconfirm; CompressionSentencesA LANDED 1b3021bfe, compiled 0911-210656. [census merge 4c3d9dd02]
SAME-GRADE	sec2-sentences	186ab929187a	186ab929187a	437	definition	definition	key		A unital $C^*$-algebra is finite if each of its isometries is unitary, and stably finite if all matrix algebras over it are finite.	rows/sec2-sentences.tsv: sec2-sentences: reconfirm; CompressionSentencesA LANDED 1b3021bfe, compiled 0911-210656. [census merge 4c3d9dd02]
SAME-GRADE	sec2-sentences	3df2cd0a86ce	3df2cd0a86ce	523	formalized	formalized	key		A Hilbert--Schmidt bounded sequence $(x_n)$ lies in $\mathcal C_2(V,L)$ if and only if	rows/sec2-sentences.tsv: sec2-sentences: the displayed equivalence (x ∈ 𝒞₂(V,L) iff ‖P_n x_n − x_n‖₂ → 0 for HS-bounded x, any lift P_n of P = f(e_L)) is a closed proposition. LANDED 3d48bf8ef, compiled 0911-212047. [census merge 4c3d9dd02]
SAME-GRADE	sec2-sentences	f494ded864dc	f494ded864dc	643	formalized	formalized	key		Since \(q\ne0\), infinitely many \(q_n\) are nonzero; retain those coordinates and put \(r_n=\operatorname{rank}(q_n)\).	rows/sec2-sentences.tsv: sec2-sentences: infinitely many q_n nonzero; retained coordinates = Nat.nth enumeration with range {n | q_n ≠ 0}; corner at a retained coordinate has exactly rank(q_n) ≥ 1 points. LANDED 3d48bf8ef, compiled 0911-212047. [census merge 4c3d9dd02]
SAME-GRADE	sec2-sentences	f4cdb1554874	f4cdb1554874	608	formalized	formalized	key		Smallness in normalized Hilbert--Schmidt norm does not bound the operator norm: for	rows/sec2-sentences.tsv: sec2-sentences: D_d = diag(−1,1,…,1) ∈ U(d), ‖D_d − 1‖₂ = 2/√d → 0, ‖D_d − 1‖ = 2. LANDED 1b3021bfe, compiled 0911-212711. [census merge 4c3d9dd02]
SAME-GRADE	sec2-sentences	86ee71463acf	86ee71463acf	463	definition	definition	key		For a group $L$ with property~\textup{(T)}, the Kazhdan projection is the central projection $e_L\in C^*_{\max}(L)$ whose image in every unitary representation	rows/sec2-sentences.tsv: sec2-sentences: was graded attribution. For L with property (T), e_L ∈ C*max(L) is a central star projection whose image under the homomorphism induced by every unitary representation, in every universe, fixes exactly the invariant vectors. No Akemann-Walter input. LANDED f8
SAME-GRADE	sec2-sentences	07de7e8a943a	07de7e8a943a	384	formalized	formalized	key		For countable $G$ the quotient $G/\operatorname{Rad}_{\mathrm{MF}}(G)$ is again MF, and hence the largest MF quotient of $G$: enumerate its nontrivial elements	rows/sec2-sentences.tsv: sec2-sentences: printed route of the paragraph. PrintedBlockSumFamily: for countable Q with trivial MF residual, an enumeration of the nontrivial elements, a separating marked model for each, stages with defect ≤ 1/(k+1) on the first k+1 elements while separating its own ele
SAME-GRADE	sec2-sentences	8e54f4138ac7	8e54f4138ac7	390	formalized	formalized	key		This family is asymptotically multiplicative and separates every nontrivial element.	rows/sec2-sentences.tsv: sec2-sentences: the block sums blockSumStage A stage k are asymptotically multiplicative (Tendsto of the defect to 0 for all g,h) and separate every nontrivial element (eventually ≥ ε > 0). LANDED a0ff25d62, compiled 0911-214558. Module not yet wired. [census merge 4c3d9dd02
SAME-GRADE	sec2-sentences	b093f3c88101	b093f3c88101	416	formalized	formalized	key		The elements $g$ with $\hsnorm{V_n(g)-1}\to0$ form a normal subgroup of $G$, because $\hsnorm{a}\le\opnorm{a}$, the Hilbert--Schmidt norm is invariant under adj	rows/sec2-sentences.tsv: sec2-sentences: every clause of the sentence and its three displays: ‖a‖₂ ≤ ‖a‖, adjoint and unitary invariance, ‖V_n(g⁻¹) − V_n(g)*‖ → 0, the three o(1) estimates, and the normal subgroup {g : ‖V_n(g) − 1‖₂ → 0} (= hsKernel). HSNullNormalSubgroupSentences LANDED 477ebb4a1,
SAME-GRADE	sec2-sentences	330d435b12e2	330d435b12e2	792	formalized	formalized	key		and reduction modulo odd integers separates its elements, so $V$ is residually finite and MF~\cite[Corollary~10]{Korchagin}.	rows/sec2-sentences.tsv: sec2-sentences: printed route. Z[1/2] →+* Z/m for odd m, entrywise reduction of the realization gives V →* GL4(Z/m), these separate distinct elements, so V is residually finite and MF (isOperatorMF_of_residuallyFinite, in-repo proof of the cited corollary). DyadicReductionSe
SAME-GRADE	sec2-sentences	4e13d6e99e2d	4e13d6e99e2d	702	formalized	formalized	key		in the normalized Hilbert--Schmidt norm of \(M_{r_n}(\C)\), and therefore \(\tau(\pi(u_k))=1\) for every \(k\in K\), where \(u_k\) is the canonical unitary of \	rows/sec2-sentences.tsv: sec2-sentences: for every k ∈ K, τ(π(u_k)) = 1, where τ is the corona functional ultrafilterNormalizedTraceCLM and π is any *-homomorphism induced by the corner corona homomorphism Θ̂|_K; the HS estimate |tr(W_n(k)) − 1| ≤ ‖W_n(k) − I‖₂ → 0 passes through the free ultrafilte
SAME-GRADE	sec2-sentences	377d3a03266b	377d3a03266b	704	formalized	formalized	key		The trivial character \(\chi\) of \(K\) is the state of \(C^*_{\max}(K)\) with \(\chi(u_k)=1\) for every \(k\), and it has \(\chi(e_K)=1\).	rows/sec2-sentences.tsv: sec2-sentences: χ = maximalGroupCStarTrivialCharacter K is unital and positive (χ(x*x) = |χ(x)|² ≥ 0), with χ(u_k) = 1 for every k and χ(e_K) = 1. LANDED 4bc478e03, compiled 0911-221323 (ring-b-end); module not yet wired. [census merge 4c3d9dd02]
SAME-GRADE	sec2-sentences	82dded1b13b3	82dded1b13b3	706	formalized	formalized	key		The two states \(\tau\circ\pi\) and \(\chi\) agree on every \(u_k\), hence by linearity on the dense subalgebra \(\C[K]\), hence on \(C^*_{\max}(K)\).	rows/sec2-sentences.tsv: sec2-sentences: the three printed clauses in order: τ∘π = χ on every u_k, on every finite combination Σ α_k u_k (linearity), and on all of C*max(K) (continuity and density, maximalGroupCStar_ext_of_generator). LANDED 4bc478e03, compiled 0911-221323 (ring-b-end); module not y
SAME-GRADE	sec2-sentences	7409ff7e2c5f	7409ff7e2c5f	712	formalized	formalized	key		a contradiction.	rows/sec2-sentences.tsv: sec2-sentences: 1 = χ(e_K) = τ(π(e_K)) = τ(0) = 0 is False; the theorem NormalKazhdanRadical is assembled from the printed sentences along the ultrafilter route (hyperfilter ℕ). LANDED 4bc478e03, compiled 0911-221323 (ring-b-end); module not yet wired. [census merge 4c3d9dd0
SAME-GRADE	sec2-sentences	0c1ad4392d72	0c1ad4392d72	687	formalized	formalized	key		Since \(q\) commutes with \(\Theta(K)\), the map \(a\mapsto q\Theta(a)\) is a homomorphism on \(C^*_{\max}(K)\) agreeing with \(\pi\) on \(K\), so \(\pi(e_K)\)	rows/sec2-sentences.tsv: sec2-sentences: the identification of Q_r with the corner (cornerCoronaEmbedCLM, an isometry) composed with π agrees with a ↦ (qΘ(a))| on generators, hence everywhere; at e_K the right side is the restriction of qp = 0, so π(e_K) = 0 in Q_r itself. LANDED 4bc478e03, compiled
SAME-GRADE	sec2-sentences	0239ca7d2b5e	0239ca7d2b5e	685	definition	definition	key		Let \(\pi\colon C^*_{\max}(K)\to\mathcal Q_{\mathbf r}\) be the homomorphism induced by \(\widehat\Theta|_K\).	rows/sec2-sentences.tsv: sec2-sentences: Θ̂ as a group homomorphism G →* U(Q_r) from the corner representation (W_n); π is the lift along maximalGroupCStar_existsUnique_lift_allUniverses of Θ̂|_K. LANDED 4bc478e03, compiled 0911-221323 (ring-b-end); module not yet wired. [census merge 4c3d9dd02]
